,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＜全員に＞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
〔回答票１〕Ｑ１　あなたは、下記の機器を利用していますか。この中から、あてはまるものをすべてあげてください。（いくつでも）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,スマートフォン,格安スマートフォン,機能限定・子供向けスマートフォン,契約切れスマートフォン,携帯電話,機能限定電話・子ども向け携帯電話,ノートパソコン,デスクトップパソコン,タブレット,学習用タブレット,子供向け娯楽用タブレット,携帯音楽プレイヤー,携帯ゲーム機,据置型ゲーム機,インターネット接続テレビ,利用している（計）,いずれも利用していない,Ａスマートフォン（計）,Ｂ携帯電話（計）,Ｃパソコン（計）,Ｄタブレット（計）,Ｅ携帯音楽プレイヤー,Ｆゲーム機（計）,Ｇインターネット接続テレビ,Ａ・Ｂスマートフォン・携帯電話（計）,Ａ・Ｂ機能限定や子供向け（計）,Ａ・Ｂ機能限定や子供向け以外（計）,回答計
使うことはない,16    ,43.8    ,6.3    ,-,12.5    ,37.5    ,12.5    ,25.0    ,43.8    ,25.0    ,6.3    ,-,43.8    ,62.5    ,43.8    ,100.0    ,100.0    ,-,43.8    ,50.0    ,68.8    ,31.3    ,43.8    ,68.8    ,100.0    ,81.3    ,12.5    ,81.3    ,462.5    
わからない,16    ,50.0    ,-,6.3    ,-,6.3    ,-,31.3    ,31.3    ,18.8    ,6.3    ,-,18.8    ,56.3    ,31.3    ,100.0    ,100.0    ,-,56.3    ,6.3    ,62.5    ,18.8    ,18.8    ,75.0    ,100.0    ,62.5    ,6.3    ,56.3    ,356.3    
Ｑ６〔インターネット利用上での経験〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悪口等のメール・メッセージ送られた,99    ,73.7    ,1.0    ,1.0    ,5.1    ,9.1    ,5.1    ,28.3    ,22.2    ,19.2    ,11.1    ,2.0    ,37.4    ,56.6    ,40.4    ,8.1    ,100.0    ,-,76.8    ,14.1    ,48.5    ,27.3    ,37.4    ,61.6    ,8.1    ,85.9    ,6.1    ,81.8    ,320.2    
悪口等のメール・メッセージ送った,28    ,71.4    ,-,3.6    ,-,7.1    ,3.6    ,39.3    ,7.1    ,21.4    ,7.1    ,-,32.1    ,64.3    ,46.4    ,3.6    ,100.0    ,-,75.0    ,10.7    ,42.9    ,21.4    ,32.1    ,67.9    ,3.6    ,82.1    ,7.1    ,75.0    ,307.1    
掲示板で自分や他人の情報書き込んだ,88    ,88.6    ,-,-,3.4    ,6.8    ,2.3    ,37.5    ,19.3    ,18.2    ,6.8    ,-,40.9    ,40.9    ,30.7    ,8.0    ,100.0    ,-,88.6    ,9.1    ,55.7    ,23.9    ,40.9    ,45.5    ,8.0    ,94.3    ,2.3    ,94.3    ,303.4    
親に話しにくいサイトを見た,54    ,72.2    ,-,1.9    ,1.9    ,18.5    ,3.7    ,50.0    ,24.1    ,13.0    ,11.1    ,-,44.4    ,64.8    ,44.4    ,7.4    ,100.0    ,-,72.2    ,22.2    ,68.5    ,24.1    ,44.4    ,74.1    ,7.4    ,90.7    ,5.6    ,88.9    ,357.4    
ゲームなどでお金を使いすぎた,50    ,68.0    ,-,6.0    ,6.0    ,6.0    ,-,34.0    ,22.0    ,24.0    ,8.0    ,-,46.0    ,52.0    ,34.0    ,8.0    ,100.0    ,-,74.0    ,6.0    ,50.0    ,32.0    ,46.0    ,60.0    ,8.0    ,80.0    ,6.0    ,76.0    ,314.0    
差別内容掲載サイトにアクセスする,16    ,87.5    ,-,-,25.0    ,6.3    ,-,37.5    ,56.3    ,12.5    ,-,-,43.8    ,62.5    ,43.8    ,18.8    ,100.0    ,-,87.5    ,6.3    ,75.0    ,12.5    ,43.8    ,62.5    ,18.8    ,93.8    ,-,93.8    ,393.8    
知らない人や、お店からメール来た,435    ,80.9    ,1.4    ,0.5    ,4.6    ,9.2    ,1.8    ,31.5    ,17.9    ,18.6    ,4.4    ,0.2    ,39.1    ,43.2    ,29.0    ,4.8    ,100.0    ,-,84.4    ,11.0    ,47.6    ,21.6    ,39.1    ,48.0    ,4.8    ,92.2    ,2.3    ,91.3    ,287.1    
迷惑メッセージ・メールを送られた,591    ,87.0    ,1.2    ,1.4    ,2.9    ,7.4    ,1.9    ,33.0    ,18.1    ,12.7    ,5.1    ,0.3    ,38.1    ,40.4    ,27.2    ,6.3    ,100.0    ,-,89.5    ,9.1    ,49.4    ,16.1    ,38.1    ,45.9    ,6.3    ,96.4    ,3.2    ,94.4    ,282.9    
ネットで知り合った人とメール等した,289    ,74.7    ,0.3    ,0.7    ,6.9    ,9.0    ,3.1    ,33.9    ,22.5    ,16.6    ,6.2    ,0.7    ,40.5    ,49.5    ,35.6    ,6.2    ,100.0    ,-,78.5    ,12.1    ,52.9    ,21.5    ,40.5    ,55.4    ,6.2    ,86.5    ,3.8    ,84.4    ,306.6    
ネットで知り合った同性と会った,68    ,77.9    ,-,-,7.4    ,8.8    ,2.9    ,30.9    ,16.2    ,17.6    ,2.9    ,1.5    ,39.7    ,42.6    ,29.4    ,7.4    ,100.0    ,-,77.9    ,11.8    ,45.6    ,19.1    ,39.7    ,45.6    ,7.4    ,86.8    ,2.9    ,85.3    ,285.3    
ネットで知り合った異性と会った,30    ,73.3    ,-,-,3.3    ,6.7    ,3.3    ,26.7    ,13.3    ,23.3    ,3.3    ,3.3    ,26.7    ,50.0    ,43.3    ,10.0    ,100.0    ,-,73.3    ,10.0    ,36.7    ,23.3    ,26.7    ,53.3    ,10.0    ,83.3    ,3.3    ,80.0    ,286.7    
ネットで知り合った人との関係悩んだ,22    ,77.3    ,4.5    ,4.5    ,-,13.6    ,4.5    ,45.5    ,27.3    ,9.1    ,-,-,36.4    ,54.5    ,31.8    ,13.6    ,100.0    ,-,86.4    ,18.2    ,63.6    ,9.1    ,36.4    ,54.5    ,13.6    ,95.5    ,9.1    ,90.9    ,322.7    
ネットにのめりこんで勉強できない,328    ,69.2    ,1.2    ,1.5    ,3.7    ,10.4    ,3.0    ,27.7    ,20.4    ,18.3    ,7.9    ,-,41.8    ,45.4    ,32.3    ,6.7    ,100.0    ,-,73.2    ,13.1    ,46.3    ,24.7    ,41.8    ,51.5    ,6.7    ,82.6    ,4.6    ,81.1    ,289.6    
その他困ったことがある,39    ,56.4    ,-,5.1    ,7.7    ,15.4    ,2.6    ,28.2    ,17.9    ,25.6    ,2.6    ,-,30.8    ,25.6    ,20.5    ,2.6    ,100.0    ,-,66.7    ,17.9    ,41.0    ,28.2    ,30.8    ,30.8    ,2.6    ,82.1    ,7.7    ,74.4    ,241.0    
あてはまるものがある（計）,1058    ,75.0    ,0.9    ,1.4    ,4.3    ,9.8    ,3.1    ,31.0    ,17.8    ,16.7    ,6.5    ,0.4    ,36.8    ,43.5    ,30.1    ,5.8    ,100.0    ,-,78.8    ,12.8    ,46.8    ,22.1    ,36.8    ,49.1    ,5.8    ,88.7    ,4.5    ,86.0    ,283.1    
あてはまるものはない,1531    ,45.0    ,0.7    ,1.9    ,3.3    ,12.3    ,9.2    ,32.3    ,13.7    ,18.0    ,7.3    ,0.2    ,26.6    ,48.3    ,27.8    ,3.1    ,100.0    ,-,50.0    ,21.4    ,44.1    ,24.8    ,26.6    ,53.6    ,3.1    ,68.1    ,11.1    ,58.5    ,249.6    
わからない,26    ,38.5    ,-,7.7    ,3.8    ,7.7    ,19.2    ,11.5    ,7.7    ,19.2    ,7.7    ,-,19.2    ,57.7    ,19.2    ,3.8    ,100.0    ,-,46.2    ,26.9    ,15.4    ,23.1    ,19.2    ,57.7    ,3.8    ,69.2    ,26.9    ,46.2    ,223.1    
Ｑ７〔インターネット利用についての家庭のルール〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利用する時間を決めている,712    ,38.8    ,1.1    ,2.9    ,3.9    ,12.2    ,9.6    ,36.0    ,15.6    ,21.2    ,11.0    ,0.4    ,28.5    ,50.4    ,32.2    ,3.8    ,100.0    ,-,45.6    ,21.5    ,50.1    ,30.9    ,28.5    ,57.7    ,3.8    ,62.9    ,12.5    ,52.7    ,267.6    
利用する場所を決めている,486    ,36.2    ,0.6    ,2.5    ,5.1    ,15.2    ,11.9    ,39.3    ,18.5    ,22.6    ,10.5    ,0.8    ,31.1    ,51.0    ,34.2    ,4.1    ,100.0    ,-,42.8    ,26.7    ,56.4    ,32.3    ,31.1    ,58.2    ,4.1    ,66.0    ,14.4    ,54.1    ,283.7    
メール・メッセージを送る相手の制限,193    ,54.9    ,1.6    ,2.6    ,2.6    ,16.6    ,9.3    ,31.6    ,17.6    ,27.5    ,7.3    ,-,32.1    ,53.4    ,37.8    ,3.1    ,100.0    ,-,58.5    ,25.4    ,46.6    ,34.2    ,32.1    ,59.1    ,3.1    ,76.7    ,11.9    ,69.9    ,297.9    
利用サイト・アプリ内容を決めている,321    ,58.6    ,0.9    ,2.5    ,5.6    ,11.8    ,8.4    ,33.3    ,18.7    ,20.9    ,10.0    ,0.6    ,31.2    ,47.7    ,30.8    ,6.2    ,100.0    ,-,64.5    ,19.3    ,48.6    ,30.2    ,31.2    ,53.9    ,6.2    ,78.2    ,10.9    ,71.3    ,287.2    
送信・投稿内容を決めている,306    ,72.5    ,0.3    ,1.6    ,1.6    ,10.5    ,3.9    ,34.0    ,17.3    ,18.3    ,7.5    ,0.3    ,36.6    ,38.2    ,32.0    ,5.2    ,100.0    ,-,74.8    ,14.4    ,48.0    ,25.2    ,36.6    ,46.7    ,5.2    ,85.6    ,5.6    ,82.4    ,280.1    
利用者情報を漏れないようにしている,458    ,68.3    ,0.9    ,2.0    ,3.9    ,9.8    ,6.1    ,34.3    ,19.4    ,16.2    ,8.7    ,0.4    ,42.1    ,47.6    ,33.4    ,5.2    ,100.0    ,-,71.4    ,15.7    ,50.0    ,24.0    ,42.1    ,53.5    ,5.2    ,83.2    ,8.1    ,77.9    ,298.5    
料金上限や課金方法を決めている,566    ,68.6    ,0.9    ,1.6    ,3.9    ,10.1    ,4.1    ,32.2    ,16.6    ,19.8    ,8.5    ,-,36.7    ,50.5    ,37.6    ,6.4    ,100.0    ,-,71.6    ,14.1    ,46.3    ,26.7    ,36.7    ,57.6    ,6.4    ,81.4    ,5.7    ,77.7    ,297.3    
困ったときはすぐに保護者に連絡する,660    ,60.6    ,0.6    ,1.7    ,3.3    ,12.7    ,6.8    ,34.4    ,17.7    ,21.1    ,7.3    ,0.3    ,33.6    ,48.5    ,33.9    ,6.1    ,100.0    ,-,64.1    ,19.4    ,49.8    ,27.7    ,33.6    ,54.4    ,6.1    ,79.4    ,8.5    ,73.5    ,288.6    
その他,46    ,43.5    ,2.2    ,4.3    ,-,15.2    ,15.2    ,39.1    ,13.0    ,19.6    ,6.5    ,2.2    ,26.1    ,52.2    ,34.8    ,4.3    ,100.0    ,-,47.8    ,30.4    ,52.2    ,28.3    ,26.1    ,58.7    ,4.3    ,73.9    ,19.6    ,60.9    ,278.3    
ルールを決めている（計）,1651    ,53.0    ,0.8    ,2.2    ,3.6    ,12.0    ,8.1    ,34.1    ,16.1    ,19.5    ,8.7    ,0.4    ,31.0    ,48.8    ,31.5    ,4.4    ,100.0    ,-,57.8    ,19.9    ,48.3    ,27.3    ,31.0    ,54.6    ,4.4    ,74.0    ,10.3    ,66.0    ,274.1    
特にルールを決めていない,937    ,65.0    ,0.6    ,0.9    ,3.8    ,10.2    ,4.6    ,27.9    ,14.0    ,13.8    ,4.1    ,-,30.8    ,42.5    ,23.9    ,3.7    ,100.0    ,-,68.7    ,14.7    ,39.6    ,17.2    ,30.8    ,47.2    ,3.7    ,81.2    ,5.4    ,76.6    ,245.8    
わからない,27    ,33.3    ,-,7.4    ,7.4    ,-,7.4    ,7.4    ,11.1    ,25.9    ,3.7    ,-,3.7    ,40.7    ,14.8    ,7.4    ,100.0    ,-,48.1    ,7.4    ,18.5    ,29.6    ,3.7    ,44.4    ,7.4    ,55.6    ,14.8    ,40.7    ,170.4    
Ｑ８〔インターネットに関する啓発や学習の経験〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
学校で教えてもらった,2955    ,48.0    ,0.7    ,1.6    ,2.7    ,11.8    ,7.7    ,26.0    ,12.3    ,14.2    ,6.0    ,0.3    ,27.5    ,43.0    ,26.1    ,3.5    ,92.1    ,7.9    ,51.6    ,19.3    ,36.8    ,19.7    ,27.5    ,48.4    ,3.5    ,68.5    ,9.2    ,60.5    ,239.2    
親（保護者）から教えてもらった,1317    ,43.3    ,0.5    ,2.2    ,3.0    ,14.1    ,10.4    ,28.2    ,13.7    ,15.9    ,7.9    ,0.2    ,28.0    ,46.5    ,29.5    ,3.6    ,93.2    ,6.8    ,47.8    ,24.2    ,40.0    ,23.2    ,28.0    ,52.5    ,3.6    ,68.8    ,12.6    ,58.2    ,254.0    
兄弟・姉妹から教えてもらった,122    ,46.7    ,-,3.3    ,4.1    ,12.3    ,7.4    ,27.9    ,16.4    ,16.4    ,6.6    ,-,35.2    ,42.6    ,28.7    ,6.6    ,91.0    ,9.0    ,52.5    ,19.7    ,41.8    ,22.1    ,35.2    ,50.0    ,6.6    ,65.6    ,10.7    ,58.2    ,263.1    
機器の購入時に販売員より説明された,172    ,84.9    ,0.6    ,2.3    ,1.7    ,8.7    ,3.5    ,36.6    ,14.5    ,15.7    ,7.0    ,1.2    ,39.0    ,45.3    ,28.5    ,5.2    ,99.4    ,0.6    ,86.0    ,11.6    ,47.7    ,22.7    ,39.0    ,51.7    ,5.2    ,94.8    ,5.8    ,91.9    ,295.3    
機器の購入時に資料をもらった,105    ,69.5    ,1.0    ,3.8    ,1.0    ,15.2    ,7.6    ,30.5    ,13.3    ,13.3    ,7.6    ,-,39.0    ,48.6    ,33.3    ,7.6    ,99.0    ,1.0    ,73.3    ,21.0    ,40.0    ,20.0    ,39.0    ,59.0    ,7.6    ,89.5    ,11.4    ,82.9    ,292.4    
友だちから教えてもらった,337    ,58.5    ,0.3    ,1.8    ,2.7    ,12.8    ,6.2    ,31.2    ,12.8    ,16.6    ,6.2    ,0.3    ,35.9    ,46.0    ,30.9    ,3.6    ,94.1    ,5.9    ,62.3    ,18.4    ,41.2    ,21.4    ,35.9    ,53.7    ,3.6    ,78.0    ,8.0    ,71.5    ,271.5    
テレビや本・パンフレットで知った,568    ,50.2    ,0.4    ,1.6    ,2.8    ,12.5    ,8.5    ,30.5    ,14.1    ,13.7    ,7.7    ,0.2    ,35.2    ,48.6    ,31.9    ,4.8    ,95.2    ,4.8    ,52.8    ,20.2    ,43.3    ,20.8    ,35.2    ,56.7    ,4.8    ,71.0    ,10.0    ,62.9    ,267.3    
インターネットで知った,237    ,67.1    ,0.4    ,2.1    ,3.8    ,11.4    ,6.3    ,41.4    ,23.2    ,18.1    ,7.2    ,0.4    ,42.6    ,51.5    ,40.1    ,10.1    ,98.7    ,1.3    ,70.5    ,17.3    ,61.2    ,24.1    ,42.6    ,60.8    ,10.1    ,85.2    ,8.4    ,78.9    ,327.0    
その他,8    ,37.5    ,-,-,-,37.5    ,-,25.0    ,12.5    ,25.0    ,-,-,50.0    ,37.5    ,25.0    ,12.5    ,87.5    ,12.5    ,37.5    ,37.5    ,37.5    ,25.0    ,50.0    ,37.5    ,12.5    ,75.0    ,-,75.0    ,275.0    
説明を受けたり学んだりした（計）,3117    ,47.0    ,0.6    ,1.7    ,2.9    ,11.5    ,8.5    ,25.6    ,12.2    ,14.4    ,6.1    ,0.3    ,26.8    ,43.3    ,26.3    ,3.4    ,92.3    ,7.7    ,50.8    ,19.9    ,36.3    ,19.9    ,26.8    ,48.8    ,3.4    ,68.1    ,10.1    ,59.4    ,238.2    
教えてもらったり学んだりしない,267    ,24.0    ,0.7    ,2.2    ,3.0    ,10.5    ,13.5    ,15.0    ,9.7    ,10.1    ,4.1    ,-,12.7    ,44.9    ,21.7    ,1.9    ,82.8    ,17.2    ,29.2    ,24.0    ,23.2    ,13.5    ,12.7    ,48.7    ,1.9    ,51.3    ,15.7    ,36.3    ,191.4    
わからない,57    ,19.3    ,-,3.5    ,5.3    ,7.0    ,12.3    ,12.3    ,5.3    ,12.3    ,3.5    ,-,10.5    ,45.6    ,24.6    ,5.3    ,75.4    ,24.6    ,28.1    ,19.3    ,15.8    ,15.8    ,10.5    ,49.1    ,5.3    ,42.1    ,15.8    ,28.1    ,191.2    
Ｆ１〔性別〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男性,1690    ,42.7    ,0.7    ,1.5    ,3.1    ,9.1    ,8.0    ,24.4    ,11.5    ,14.9    ,5.3    ,0.3    ,21.8    ,51.9    ,33.0    ,3.1    ,90.7    ,9.3    ,46.4    ,16.9    ,34.5    ,19.4    ,21.8    ,58.4    ,3.1    ,61.4    ,9.5    ,53.3    ,240.6    
女性,1751    ,46.8    ,0.6    ,2.0    ,2.7    ,13.6    ,9.8    ,24.7    ,12.2    ,13.2    ,6.5    ,0.2    ,29.0    ,35.3    ,19.1    ,3.5    ,91.9    ,8.1    ,51.0    ,23.3    ,35.4    ,19.3    ,29.0    ,39.5    ,3.5    ,71.3    ,11.8    ,60.9    ,227.2    
Ｆ２〔年齢〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
１０歳,368    ,7.9    ,-,3.3    ,2.2    ,7.1    ,25.5    ,14.7    ,6.5    ,10.9    ,5.4    ,0.8    ,5.2    ,51.9    ,29.1    ,2.2    ,78.5    ,21.5    ,13.3    ,32.6    ,20.7    ,16.0    ,5.2    ,56.8    ,2.2    ,42.7    ,28.8    ,15.8    ,194.0    
１１歳,397    ,13.9    ,0.3    ,2.5    ,3.3    ,9.8    ,21.2    ,17.4    ,10.3    ,15.4    ,8.8    ,0.5    ,9.3    ,58.7    ,31.7    ,2.3    ,85.6    ,14.4    ,18.6    ,30.7    ,27.0    ,23.4    ,9.3    ,62.7    ,2.3    ,46.3    ,23.7    ,25.9    ,219.6    
１２歳,470    ,17.9    ,0.6    ,2.6    ,3.0    ,16.2    ,14.7    ,24.0    ,10.2    ,16.0    ,5.7    ,0.2    ,19.4    ,54.9    ,32.1    ,3.2    ,89.4    ,10.6    ,24.0    ,30.9    ,33.6    ,21.5    ,19.4    ,59.6    ,3.2    ,50.6    ,17.2    ,34.5    ,231.3    
１３歳,423    ,31.0    ,0.9    ,2.1    ,3.3    ,16.5    ,7.1    ,22.9    ,10.6    ,18.0    ,11.3    ,0.2    ,26.0    ,48.9    ,28.4    ,3.3    ,92.0    ,8.0    ,36.4    ,23.2    ,32.4    ,27.4    ,26.0    ,56.3    ,3.3    ,56.7    ,9.2    ,49.2    ,238.8    
１４歳,470    ,39.1    ,1.1    ,1.7    ,3.8    ,17.2    ,4.7    ,26.6    ,10.6    ,17.4    ,8.5    ,0.4    ,34.0    ,38.7    ,25.1    ,4.3    ,90.9    ,9.1    ,43.0    ,21.7    ,34.9    ,25.5    ,34.0    ,45.3    ,4.3    ,61.3    ,6.4    ,56.6    ,242.6    
１５歳,411    ,61.3    ,1.0    ,0.7    ,3.6    ,13.6    ,0.7    ,29.7    ,14.4    ,14.8    ,4.9    ,-,33.6    ,33.6    ,23.4    ,3.6    ,94.2    ,5.8    ,64.7    ,14.4    ,41.4    ,19.5    ,33.6    ,39.7    ,3.6    ,76.9    ,1.5    ,76.2    ,244.8    
１６歳,446    ,88.8    ,0.7    ,1.1    ,1.3    ,3.8    ,0.4    ,26.5    ,15.9    ,10.1    ,2.7    ,-,37.4    ,31.6    ,21.1    ,4.7    ,98.2    ,1.8    ,90.6    ,4.0    ,41.0    ,12.1    ,37.4    ,37.4    ,4.7    ,93.9    ,1.6    ,93.0    ,248.0    
１７歳,456    ,89.9    ,0.4    ,0.2    ,2.6    ,5.9    ,0.7    ,32.5    ,15.6    ,9.4    ,-,-,33.6    ,31.8    ,17.3    ,2.6    ,99.1    ,0.9    ,91.2    ,6.6    ,45.4    ,9.4    ,33.6    ,35.1    ,2.6    ,97.1    ,0.9    ,96.7    ,243.4    
Ｆ１・Ｆ２〔性・年齢別〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男性１０歳,175    ,8.6    ,-,2.3    ,2.3    ,5.7    ,22.3    ,17.1    ,6.9    ,10.9    ,6.9    ,1.1    ,3.4    ,57.1    ,34.9    ,2.3    ,77.7    ,22.3    ,13.1    ,28.0    ,22.9    ,16.6    ,3.4    ,62.9    ,2.3    ,38.3    ,24.6    ,15.4    ,204.0    
  １１歳,210    ,14.8    ,0.5    ,1.9    ,4.3    ,8.1    ,18.1    ,21.4    ,10.0    ,17.6    ,5.7    ,1.0    ,7.1    ,63.8    ,38.1    ,2.4    ,87.6    ,12.4    ,20.0    ,25.7    ,30.5    ,22.4    ,7.1    ,69.0    ,2.4    ,41.9    ,20.0    ,25.7    ,227.1    
  １２歳,225    ,13.8    ,0.9    ,1.3    ,1.3    ,11.1    ,13.8    ,23.6    ,9.8    ,16.9    ,5.3    ,-,14.2    ,63.1    ,41.3    ,3.6    ,88.9    ,11.1    ,17.3    ,24.9    ,33.3    ,21.8    ,14.2    ,69.3    ,3.6    ,40.4    ,15.1    ,26.2    ,231.1    
  １３歳,217    ,25.3    ,0.9    ,2.3    ,3.7    ,14.3    ,6.0    ,21.7    ,12.9    ,18.9    ,10.1    ,0.5    ,19.8    ,57.1    ,37.3    ,4.6    ,92.2    ,7.8    ,31.3    ,19.8    ,33.2    ,27.6    ,19.8    ,67.7    ,4.6    ,49.8    ,8.3    ,42.4    ,243.3    
  １４歳,222    ,35.1    ,0.5    ,1.8    ,4.1    ,14.9    ,5.0    ,27.0    ,9.9    ,19.4    ,8.1    ,-,33.3    ,47.3    ,30.6    ,5.0    ,88.3    ,11.7    ,38.7    ,19.8    ,34.7    ,26.6    ,33.3    ,55.4    ,5.0    ,55.0    ,6.8    ,50.0    ,253.6    
  １５歳,213    ,61.5    ,1.4    ,0.9    ,4.2    ,8.9    ,0.9    ,26.3    ,13.1    ,16.0    ,3.8    ,-,30.0    ,43.2    ,29.1    ,1.9    ,92.0    ,8.0    ,65.3    ,9.9    ,36.6    ,19.2    ,30.0    ,49.8    ,1.9    ,73.2    ,1.9    ,72.3    ,249.3    
  １６歳,227    ,88.5    ,0.4    ,0.9    ,1.8    ,4.4    ,0.4    ,26.0    ,15.4    ,9.3    ,2.2    ,-,32.6    ,40.1    ,26.4    ,2.6    ,97.4    ,2.6    ,89.9    ,4.4    ,40.1    ,11.0    ,32.6    ,45.4    ,2.6    ,93.4    ,1.3    ,93.0    ,253.7    
  １７歳,201    ,89.6    ,1.0    ,0.5    ,3.5    ,4.5    ,-,31.3    ,13.4    ,9.0    ,-,-,29.9    ,44.3    ,25.9    ,2.0    ,99.0    ,1.0    ,91.5    ,4.5    ,42.8    ,9.0    ,29.9    ,48.3    ,2.0    ,96.0    ,0.5    ,95.5    ,255.7    
女性１０歳,193    ,7.3    ,-,4.1    ,2.1    ,8.3    ,28.5    ,12.4    ,6.2    ,10.9    ,4.1    ,0.5    ,6.7    ,47.2    ,23.8    ,2.1    ,79.3    ,20.7    ,13.5    ,36.8    ,18.7    ,15.5    ,6.7    ,51.3    ,2.1    ,46.6    ,32.6    ,16.1    ,185.0    
  １１歳,187    ,12.8    ,-,3.2    ,2.1    ,11.8    ,24.6    ,12.8    ,10.7    ,12.8    ,12.3    ,-,11.8    ,52.9    ,24.6    ,2.1    ,83.4    ,16.6    ,17.1    ,36.4    ,23.0    ,24.6    ,11.8    ,55.6    ,2.1    ,51.3    ,27.8    ,26.2    ,211.2    
  １２歳,245    ,21.6    ,0.4    ,3.7    ,4.5    ,20.8    ,15.5    ,24.5    ,10.6    ,15.1    ,6.1    ,0.4    ,24.1    ,47.3    ,23.7    ,2.9    ,89.8    ,10.2    ,30.2    ,36.3    ,33.9    ,21.2    ,24.1    ,50.6    ,2.9    ,60.0    ,19.2    ,42.0    ,231.4    
  １３歳,206    ,36.9    ,1.0    ,1.9    ,2.9    ,18.9    ,8.3    ,24.3    ,8.3    ,17.0    ,12.6    ,-,32.5    ,40.3    ,18.9    ,1.9    ,91.7    ,8.3    ,41.7    ,26.7    ,31.6    ,27.2    ,32.5    ,44.2    ,1.9    ,64.1    ,10.2    ,56.3    ,234.0    
  １４歳,248    ,42.7    ,1.6    ,1.6    ,3.6    ,19.4    ,4.4    ,26.2    ,11.3    ,15.7    ,8.9    ,0.8    ,34.7    ,31.0    ,20.2    ,3.6    ,93.1    ,6.9    ,46.8    ,23.4    ,35.1    ,24.6    ,34.7    ,36.3    ,3.6    ,66.9    ,6.0    ,62.5    ,232.7    
  １５歳,198    ,61.1    ,0.5    ,0.5    ,3.0    ,18.7    ,0.5    ,33.3    ,15.7    ,13.6    ,6.1    ,-,37.4    ,23.2    ,17.2    ,5.6    ,96.5    ,3.5    ,64.1    ,19.2    ,46.5    ,19.7    ,37.4    ,28.8    ,5.6    ,80.8    ,1.0    ,80.3    ,239.9    
  １６歳,219    ,89.0    ,0.9    ,1.4    ,0.9    ,3.2    ,0.5    ,26.9    ,16.4    ,11.0    ,3.2    ,-,42.5    ,22.8    ,15.5    ,6.8    ,99.1    ,0.9    ,91.3    ,3.7    ,42.0    ,13.2    ,42.5    ,29.2    ,6.8    ,94.5    ,1.8    ,93.2    ,242.0    
  １７歳,255    ,90.2    ,-,-,2.0    ,7.1    ,1.2    ,33.3    ,17.3    ,9.8    ,-,-,36.5    ,22.0    ,10.6    ,3.1    ,99.2    ,0.8    ,91.0    ,8.2    ,47.5    ,9.8    ,36.5    ,24.7    ,3.1    ,98.0    ,1.2    ,97.6    ,233.7    
Ｆ３〔学年〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小学４年生,235    ,7.7    ,-,3.8    ,3.4    ,7.2    ,28.5    ,13.2    ,6.0    ,12.3    ,5.5    ,0.9    ,5.1    ,52.8    ,28.9    ,2.1    ,79.1    ,20.9    ,14.9    ,35.7    ,18.3    ,17.0    ,5.1    ,57.9    ,2.1    ,46.4    ,32.3    ,16.6    ,198.3    
小学５年生,398    ,10.6    ,0.3    ,2.3    ,3.0    ,8.8    ,22.1    ,16.8    ,9.0    ,12.8    ,9.3    ,0.8    ,7.8    ,54.0    ,29.6    ,2.0    ,82.2    ,17.8    ,15.1    ,30.9    ,25.4    ,21.6    ,7.8    ,59.0    ,2.0    ,44.0    ,24.4    ,21.4    ,207.0    
小学６年生,447    ,14.8    ,0.4    ,2.7    ,2.5    ,14.5    ,18.1    ,23.3    ,8.9    ,16.6    ,3.6    ,0.2    ,14.1    ,58.8    ,34.5    ,2.9    ,88.6    ,11.4    ,20.1    ,32.4    ,31.3    ,20.4    ,14.1    ,62.9    ,2.9    ,47.9    ,20.8    ,29.8    ,227.3    
中学１年生,425    ,27.8    ,0.9    ,3.1    ,3.3    ,17.2    ,7.1    ,22.8    ,11.8    ,17.2    ,11.5    ,-,24.0    ,50.6    ,30.4    ,3.3    ,91.1    ,8.9    ,34.4    ,24.0    ,33.6    ,26.8    ,24.0    ,57.2    ,3.3    ,54.8    ,10.1    ,46.1    ,239.8    
中学２年生,459    ,36.6    ,0.7    ,1.3    ,3.5    ,16.1    ,6.8    ,24.8    ,12.2    ,17.0    ,9.6    ,0.4    ,32.7    ,42.5    ,25.3    ,5.0    ,90.8    ,9.2    ,39.9    ,22.4    ,34.9    ,25.9    ,32.7    ,48.6    ,5.0    ,59.5    ,8.1    ,53.2    ,243.6    
