都道府県,01総数,01スマートフォン,01格安スマートフォン,01機能限定・子供向けスマートフォン,01契約切れスマートフォン,01携帯電話,01機能限定電話・子ども向け携帯電話,01ノートパソコン,01デスクトップパソコン,01タブレット,01学習用タブレット,01子供向け娯楽用タブレット,01携帯音楽プレイヤー,01携帯ゲーム機,01据置型ゲーム機,01インターネット接続テレビ,01利用している（計）,01いずれも利用していない,01Ａスマートフォン（計）,01Ｂ携帯電話（計）,01Ｃパソコン（計）,01Ｄタブレット（計）,01Ｅ携帯音楽プレイヤー,01Ｆゲーム機（計）,01Ｇインターネット接続テレビ,01Ａ・Ｂスマートフォン・携帯電話（計）,01Ａ・Ｂ機能限定や子供向け（計）,01Ａ・Ｂ機能限定や子供向け以外（計）,01回答計,01総数_1,01スマートフォン_2,01格安スマートフォン_3,01機能限定・子供向けスマートフォン_4,01契約切れスマートフォン_5,01携帯電話_6,01機能限定電話・子ども向け携帯電話_7,01ノートパソコン_8,01デスクトップパソコン_9,01タブレット_10,01学習用タブレット_11,01子供向け娯楽用タブレット_12,01携帯音楽プレイヤー_13,01携帯ゲーム機_14,01据置型ゲーム機_15,01インターネット接続テレビ_16,01利用している（計）_17,01いずれも利用していない_18,01Ａスマートフォン（計）_19,01Ｂ携帯電話（計）_20,01Ｃパソコン（計）_21,01Ｄタブレット（計）_22,01Ｅ携帯音楽プレイヤー_23,01Ｆゲーム機（計）_24,01Ｇインターネット接続テレビ_25,01Ａ・Ｂスマートフォン・携帯電話（計）_26,01Ａ・Ｂ機能限定や子供向け（計）_27,01Ａ・Ｂ機能限定や子供向け以外（計）_28,01回答計_29,02該当数,02スマートフォン,02格安スマートフォン,02機能限定・子供向けスマートフォン,02契約切れスマートフォン,02携帯電話,02機能限定電話・子ども向け携帯電話,02ノートパソコン,02デスクトップパソコン,02タブレット,02学習用タブレット,02子供向け娯楽用タブレット,02携帯音楽プレイヤー,02携帯ゲーム機,02据置型ゲーム機,02インターネット接続テレビ,02インターネット利用（計）,02インターネット非利用,02モバイル機器（計）,02据置型機器（計）,02Ａスマートフォン（計）,02Ｂ携帯電話（計）,02Ｃパソコン（計）,02Ｄタブレット（計）,02Ｅ携帯音楽プレイヤー,02Ｆゲーム機（計）,02Ｇインターネット接続テレビ,02Ａ・Ｂスマートフォン・携帯電話（計）,02Ａ・Ｂ機能限定や子供向け（計）,02Ａ・Ｂ機能限定や子供向け以外（計）,37該当数,37コミニュケーション,37ニュース,37情報検索,37地図・ナビゲーション,37音楽視聴,37動画視聴,37電子書籍,37ゲーム,37ショッピング・オークション,37その他,37わからない,52全体 該当者,52使っていない,52３０分未満,52３０分以上１時間未満,52１時間以上２時間未満,52２時間以上３時間未満,52３時間以上４時間未満,52４時間以上５時間未満,52５時間以上６時間未満,52６時間以上９時間未満,52９時間以上１２時間未満,52１２時間以上１５時間未満,52１５時間以上１８時間未満,52１８時間以上２１時間未満,52２１時間以上２４時間未満,52２４時間以上,52わからない,52２時間以上（計）,52５時間以上（計）,52６時間以上（計）,52１２時間以上（計）,52１８時間以上（計）,52平均（分）,52標準偏差,68該当数,68スマートフォン,68格安スマートフォン,68機能限定・子供向けスマートフォン,68契約切れスマートフォン,68携帯電話,68機能限定電話・子ども向け携帯電話,68ノートパソコン,68デスクトップパソコン,68タブレット,68学習用タブレット,68子供向け娯楽用タブレット,68携帯音楽プレイヤー,68携帯ゲーム機,68据置型ゲーム機,68インターネット接続テレビ,68無線ＬＡＮ利用（計）,68無線ＬＡＮ非利用,68Ａスマートフォン（計）,68Ｂ携帯電話（計）,68Ｃパソコン（計）,68Ｄタブレット（計）,68Ｅ携帯音楽プレイヤー,68Ｆゲーム機（計）,68Ｇインターネット接続テレビ,68Ａ・Ｂスマートフォン・携帯電話（計）,68Ａ・Ｂ機能限定や子供向け（計）,68Ａ・Ｂ機能限定や子供向け以外（計）,85該当数,85悪口等のメール・メッセージ送られた,85悪口等のメール・メッセージ送った,85掲示板で自分や他人の情報書き込んだ,85親に話しにくいサイトを見た,85ゲームなどでお金を使いすぎた,85差別内容掲載サイトにアクセスする,85知らない人や、お店からメール来た,85迷惑メッセージ・メールを送られた,85ネットで知り合った人とメール等した,85ネットで知り合った同性と会った,85ネットで知り合った異性と会った,85ネットで知り合った人との関係悩んだ,85ネットにのめりこんで勉強できない,85その他困ったことがある,85あてはまるものがある（計）,85あてはまるものはない,85わからない,85回答計,86該当数,86利用する時間を決めている,86利用する場所を決めている,86メール・メッセージを送る相手の制限,86利用サイト・アプリ内容を決めている,86送信・投稿内容を決めている,86利用者情報を漏れないようにしている,86料金上限や課金方法を決めている,86困ったときはすぐに保護者に連絡する,86その他,86ルールを決めている（計）,86特にルールを決めていない,86わからない,86回答計,87総数,87学校で教えてもらった,87親（保護者）から教えてもらった,87兄弟・姉妹から教えてもらった,87機器の購入時に販売員より説明された,87機器の購入時に資料をもらった,87友だちから教えてもらった,87テレビや本・パンフレットで知った,87インターネットで知った,87その他,87説明を受けたり学んだりした（計）,87教えてもらったり学んだりしない,87わからない,87回答計,88総数,88男性,88女性,89総数,89１０歳,89１１歳,89１２歳,89１３歳,89１４歳,89１５歳,89１６歳,89１７歳,89平均,89標準偏差,90総数,90男性１０歳,90１１歳,90１２歳,90１３歳,90１４歳,90１５歳,90１６歳,90１７歳,90女性１０歳,90１１歳_30,90１２歳_31,90１３歳_32,90１４歳_33,90１５歳_34,90１６歳_35,90１７歳_36,91総数,91小学４年生,91小学５年生,91小学６年生,91中学１年生,91中学２年生,91中学３年生,91高校１年生,91高校２年生,91高校３年生,91専門学校、各種学校等,91中学校卒業,91高校中退,91専門学校、各種学校等中退・卒業,91小学生（計）,91中学生（計）,91高校生（計）,91その他（計）,92総数,92小学生男子,92女子,92中学生男子,92女子_37,92高校生男子,92女子_38,92その他,93総数,93１人以上いる,93いない,暴力件数,いじめ件数,不登校件数
東京都,249,49.4,0.4,3.6,4,16.5,12.4,21.3,11.6,26.1,4,0,19.7,36.1,22.5,4.8,96.8,3.2,55.8,28.9,30.9,28.5,19.7,41.4,4.8,81.5,16.1,67.1,235.7,249,49.4,0.4,3.6,4,16.5,12.4,21.3,11.6,26.1,4,0,19.7,36.1,22.5,4.8,96.8,3.2,55.8,28.9,30.9,28.5,19.7,41.4,4.8,81.5,16.1,67.1,235.7,241,48.5,0,1.7,4.1,5.4,2.1,20.3,11.2,25.3,2.5,0,5,18.7,9.5,2.9,83,17,80.5,19.5,53.1,7.5,29.5,27,5,22,2.9,59.3,3.7,56,200,71.5,32.5,65,36.5,57.5,65.5,11.5,71.5,8,3.5,5,200,1.5,8.5,10.5,29,21,11.5,5,6.5,4.5,1.5,0,0,0,0,0,0.5,50,12.5,6,0,0,135.62,116.8,200,48,0,1.5,5,3,1,17.5,8,23.5,2,0,4,14.5,6,2.5,82,18,53.5,4,23.5,25,4,16.5,2.5,57.5,2.5,55,200,6,1,5,4,2,1.5,16.5,16.5,9.5,3,1.5,1,12.5,1,39.5,59,1.5,141.5,200,28,19,14,16.5,15.5,22.5,26,29.5,2,66.5,32,1.5,206.5,249,86.3,39.8,4.8,6.4,1.6,10,16.5,11.2,1.2,91.6,6.8,1.6,186.3,249,48.6,51.4,249,11.6,14.5,12.4,18.1,12,9.2,9.6,12.4,13.33,2.2,249,5.6,8.8,6,8,6.4,6,3.2,4.4,6,5.6,6.4,10,5.6,3.2,6.4,8,249,7.2,13.3,12,18.1,14.1,11.2,6.8,13.3,3.6,0,0,0.4,0,32.5,43.4,23.7,0.4,249,18.1,14.5,22.5,20.9,8,15.7,0.4,249,57.8,42.2,2.1,5.4,13.2 
神奈川県,186,51.1,2.2,3.8,2.7,16.7,7,20.4,6.5,14.5,4.3,0,23.1,43.5,24.2,7,91.9,8.1,57,23.7,25.8,18.3,23.1,46.8,7,76.9,10.8,69.4,234.9,186,51.1,2.2,3.8,2.7,16.7,7,20.4,6.5,14.5,4.3,0,23.1,43.5,24.2,7,91.9,8.1,57,23.7,25.8,18.3,23.1,46.8,7,76.9,10.8,69.4,234.9,171,53.2,2.3,2.9,1.8,5.8,1.8,21.6,5.3,14,3.5,0,9.4,22.8,8.8,2.9,87.7,12.3,84.8,14.6,58.5,7.6,26.3,17,9.4,24.6,2.9,65.5,4.7,62.6,150,74,31.3,65.3,34,58,73.3,14,73.3,14,2.7,2,150,0.7,5.3,14,21.3,22,10.7,6.7,7.3,6.7,2,0,0,0,0,0,3.3,55.3,16,8.7,0,0,153.68,130.1,150,50.7,2.7,2,1.3,2,0.7,19.3,2,11.3,2.7,0,7.3,16.7,4,2.7,80.7,19.3,55.3,2.7,21.3,14,7.3,18,2.7,58,2.7,56.7,150,3.3,2.7,3.3,3.3,2,0,20,24,8.7,2,2,0,18.7,4,48.7,48.7,2.7,145.3,150,22.7,16.7,11.3,14,15.3,22,20.7,28.7,1.3,62,34,4,190.7,186,89.8,42.5,5.4,5.9,2.2,13.4,18.8,9.7,0.5,93,6.5,0.5,195.2,186,45.2,54.8,186,9.7,15.6,12.9,15.1,9.7,15.1,9.1,12.9,13.46,2.2,186,3.2,8.6,7,6.5,4.8,5.4,3.2,6.5,6.5,7,5.9,8.6,4.8,9.7,5.9,6.5,186,5.9,15.1,11.3,15.6,11.3,15.6,8.1,10.2,5.9,0,0.5,0.5,0,32.3,42.5,24.2,1.1,186,15.1,17.2,19.4,23.1,10.8,13.4,1.1,186,54.8,45.2,8.2,9,14.6 
新潟県,50,50,0,2,2,4,10,16,8,12,0,0,30,60,22,2,96,4,52,14,24,12,30,62,2,64,12,52,222,50,50,0,2,2,4,10,16,8,12,0,0,30,60,22,2,96,4,52,14,24,12,30,62,2,64,12,52,222,48,52.1,0,0,0,0,4.2,16.7,6.3,12.5,0,0,14.6,37.5,18.8,0,91.7,8.3,87.5,25,52.1,4.2,22.9,12.5,14.6,41.7,0,56.3,4.2,52.1,44,63.6,18.2,56.8,18.2,50,70.5,4.5,77.3,11.4,0,2.3,44,2.3,11.4,15.9,22.7,18.2,11.4,6.8,6.8,2.3,0,2.3,0,0,0,0,0,47.7,11.4,4.5,2.3,0,137.84,133.9,44,52.3,0,0,0,0,2.3,13.6,6.8,9.1,0,0,15.9,38.6,15.9,0,86.4,13.6,52.3,2.3,20.5,9.1,15.9,40.9,0,54.5,2.3,52.3,44,0,0,2.3,2.3,4.5,0,13.6,6.8,9.1,2.3,0,0,9.1,0,22.7,77.3,0,127.3,44,15.9,6.8,4.5,11.4,6.8,13.6,18.2,15.9,2.3,50,50,0,145.5,50,96,22,2,4,0,12,26,12,0,96,4,0,178,50,52,48,50,4,12,12,20,8,8,18,18,14.02,2.2,50,2,6,4,12,4,8,8,8,2,6,8,8,4,0,10,10,50,4,6,12,22,10,6,18,16,6,0,0,0,0,22,38,40,0,50,8,14,24,14,20,20,0,50,38,62,4.7,12.5,14.1 
富山県,50,44,0,0,0,4,12,34,12,12,4,0,18,40,16,0,94,6,44,16,44,16,18,40,0,58,12,48,202,50,44,0,0,0,4,12,34,12,12,4,0,18,40,16,0,94,6,44,16,44,16,18,40,0,58,12,48,202,47,42.6,0,0,0,2.1,6.4,29.8,12.8,10.6,2.1,0,14.9,23.4,10.6,0,93.6,6.4,91.5,21.3,42.6,8.5,40.4,12.8,14.9,27.7,0,51.1,6.4,44.7,44,52.3,15.9,47.7,6.8,52.3,61.4,13.6,68.2,11.4,0,2.3,44,4.5,13.6,18.2,25,20.5,13.6,2.3,2.3,0,0,0,0,0,0,0,0,38.6,2.3,0,0,0,91.77,75.1,44,45.5,0,0,0,0,6.8,22.7,6.8,11.4,2.3,0,13.6,15.9,4.5,0,84.1,15.9,45.5,6.8,27.3,13.6,13.6,15.9,0,52.3,6.8,45.5,44,2.3,0,2.3,0,2.3,0,9.1,15.9,6.8,2.3,0,0,4.5,0,29.5,70.5,0,115.9,44,34.1,31.8,6.8,4.5,6.8,9.1,15.9,29.5,2.3,72.7,27.3,0,168.2,50,92,50,2,4,4,8,12,4,2,94,6,0,184,50,46,54,50,8,14,24,12,10,12,10,10,13.28,2.1,50,4,4,12,6,4,10,2,4,4,10,12,6,6,2,8,6,50,8,6,22,20,8,14,10,10,2,0,0,0,0,36,42,22,0,50,18,18,20,22,8,14,0,50,48,52,2.5,8.8,11.5 
石川県,26,30.8,3.8,0,0,0,23.1,42.3,38.5,30.8,11.5,0,7.7,46.2,23.1,3.8,92.3,7.7,34.6,23.1,61.5,38.5,7.7,53.8,3.8,50,23.1,34.6,269.2,26,30.8,3.8,0,0,0,23.1,42.3,38.5,30.8,11.5,0,7.7,46.2,23.1,3.8,92.3,7.7,34.6,23.1,61.5,38.5,7.7,53.8,3.8,50,23.1,34.6,269.2,24,33.3,4.2,0,0,0,0,41.7,25,29.2,4.2,0,4.2,16.7,12.5,0,87.5,12.5,79.2,29.2,37.5,0,50,33.3,4.2,25,0,37.5,0,37.5,21,47.6,23.8,57.1,23.8,47.6,66.7,19,57.1,9.5,4.8,4.8,21,4.8,4.8,19,38.1,14.3,4.8,0,4.8,4.8,4.8,0,0,0,0,0,0,33.3,14.3,9.5,0,0,121.67,143.7,21,19,4.8,0,0,0,0,23.8,14.3,28.6,4.8,0,4.8,4.8,9.5,0,52.4,47.6,23.8,0,28.6,33.3,4.8,14.3,0,23.8,0,23.8,21,0,0,9.5,0,0,0,4.8,4.8,9.5,0,0,0,4.8,0,23.8,71.4,4.8,109.5,21,33.3,38.1,9.5,9.5,14.3,4.8,9.5,9.5,0,61.9,38.1,0,166.7,26,100,15.4,0,0,0,7.7,11.5,3.8,0,100,0,0,138.5,26,42.3,57.7,26,3.8,15.4,23.1,7.7,19.2,3.8,23.1,3.8,13.46,2,26,0,11.5,7.7,7.7,11.5,0,0,3.8,3.8,3.8,15.4,0,7.7,3.8,23.1,0,26,3.8,7.7,30.8,7.7,7.7,15.4,7.7,19.2,0,0,0,0,0,42.3,30.8,26.9,0,26,19.2,23.1,19.2,11.5,3.8,23.1,0,26,53.8,46.2,2.1,7.3,13.7 
福井県,33,45.5,0,3,0,3,15.2,18.2,9.1,21.2,0,0,6.1,21.2,9.1,6.1,84.8,15.2,48.5,18.2,27.3,21.2,6.1,21.2,6.1,66.7,18.2,48.5,172.7,33,45.5,0,3,0,3,15.2,18.2,9.1,21.2,0,0,6.1,21.2,9.1,6.1,84.8,15.2,48.5,18.2,27.3,21.2,6.1,21.2,6.1,66.7,18.2,48.5,172.7,28,53.6,0,3.6,0,0,3.6,17.9,10.7,25,0,0,7.1,10.7,3.6,0,85.7,14.3,85.7,14.3,57.1,3.6,28.6,25,7.1,10.7,0,60.7,7.1,53.6,24,75,29.2,62.5,20.8,58.3,75,12.5,58.3,16.7,0,0,24,0,4.2,25,16.7,20.8,4.2,4.2,16.7,0,0,0,0,0,0,0,8.3,45.8,16.7,0,0,0,126.41,106.6,24,58.3,0,4.2,0,0,0,12.5,8.3,25,0,0,4.2,8.3,4.2,0,87.5,12.5,62.5,0,20.8,25,4.2,8.3,0,62.5,4.2,58.3,24,4.2,0,4.2,0,0,0,12.5,12.5,20.8,4.2,4.2,0,20.8,0,41.7,54.2,4.2,141.7,24,37.5,25,8.3,16.7,8.3,12.5,20.8,25,8.3,58.3,37.5,4.2,204.2,33,90.9,36.4,0,9.1,0,6.1,21.2,6.1,0,90.9,6.1,3,178.8,33,39.4,60.6,33,12.1,9.1,9.1,21.2,12.1,3,15.2,18.2,13.73,2.4,33,3,3,6.1,6.1,3,0,9.1,9.1,9.1,6.1,3,15.2,9.1,3,6.1,9.1,33,3,18.2,9.1,18.2,12.1,3,9.1,15.2,12.1,0,0,0,0,30.3,33.3,36.4,0,33,12.1,18.2,9.1,24.2,18.2,18.2,0,33,48.5,51.5,0.6,9.4,10.0 
山梨県,38,55.3,5.3,2.6,7.9,7.9,13.2,21.1,7.9,21.1,7.9,0,23.7,52.6,28.9,5.3,89.5,10.5,65.8,21.1,23.7,26.3,23.7,52.6,5.3,76.3,13.2,68.4,271.1,38,55.3,5.3,2.6,7.9,7.9,13.2,21.1,7.9,21.1,7.9,0,23.7,52.6,28.9,5.3,89.5,10.5,65.8,21.1,23.7,26.3,23.7,52.6,5.3,76.3,13.2,68.4,271.1,34,55.9,5.9,2.9,8.8,5.9,8.8,23.5,5.9,20.6,8.8,0,11.8,41.2,14.7,5.9,91.2,8.8,91.2,20.6,67.6,14.7,26.5,26.5,11.8,41.2,5.9,70.6,8.8,67.6,31,77.4,45.2,74.2,25.8,64.5,71,25.8,87.1,9.7,16.1,9.7,31,0,9.7,16.1,16.1,22.6,6.5,6.5,9.7,3.2,0,0,0,0,0,0,9.7,48.4,12.9,3.2,0,0,130.96,108.6,31,58.1,6.5,3.2,9.7,3.2,3.2,22.6,6.5,19.4,9.7,0,9.7,29,9.7,6.5,93.5,6.5,71,6.5,25.8,25.8,9.7,29,6.5,74.2,6.5,71,31,0,3.2,6.5,0,3.2,0,25.8,19.4,6.5,3.2,0,0,19.4,0,35.5,61.3,3.2,151.6,31,35.5,29,12.9,9.7,22.6,32.3,29,35.5,6.5,77.4,19.4,3.2,235.5,38,84.2,28.9,2.6,2.6,5.3,5.3,15.8,5.3,0,92.1,5.3,2.6,157.9,38,50,50,38,10.5,13.2,15.8,13.2,10.5,15.8,10.5,10.5,13.42,2.2,38,7.9,2.6,2.6,5.3,2.6,15.8,7.9,5.3,2.6,10.5,13.2,7.9,7.9,0,2.6,5.3,38,10.5,13.2,10.5,15.8,7.9,15.8,10.5,13.2,2.6,0,0,0,0,34.2,39.5,26.3,0,38,13.2,21.1,18.4,21.1,18.4,7.9,0,38,60.5,39.5,2,29.1,11.8 
長野県,47,44.7,0,4.3,2.1,2.1,2.1,25.5,6.4,25.5,4.3,0,29.8,48.9,27.7,4.3,95.7,4.3,51.1,4.3,29.8,27.7,29.8,57.4,4.3,55.3,6.4,48.9,231.9,47,44.7,0,4.3,2.1,2.1,2.1,25.5,6.4,25.5,4.3,0,29.8,48.9,27.7,4.3,95.7,4.3,51.1,4.3,29.8,27.7,29.8,57.4,4.3,55.3,6.4,48.9,231.9,45,46.7,0,4.4,2.2,2.2,0,24.4,6.7,24.4,4.4,0,8.9,20,13.3,4.4,77.8,22.2,77.8,20,53.3,2.2,28.9,26.7,8.9,24.4,4.4,55.6,4.4,51.1,35,48.6,25.7,57.1,17.1,42.9,80,17.1,74.3,11.4,2.9,2.9,35,8.6,0,2.9,31.4,28.6,14.3,5.7,2.9,5.7,0,0,0,0,0,0,0,57.1,8.6,5.7,0,0,127.51,91.3,35,54.3,0,2.9,2.9,0,0,28.6,8.6,28.6,5.7,0,8.6,20,14.3,5.7,85.7,14.3,60,0,34.3,31.4,8.6,25.7,5.7,60,2.9,57.1,35,2.9,0,2.9,0,2.9,0,8.6,17.1,2.9,0,0,0,11.4,5.7,28.6,71.4,0,125.7,35,20,8.6,2.9,5.7,11.4,14.3,25.7,25.7,0,54.3,45.7,0,160,47,93.6,14.9,2.1,0,0,2.1,6.4,8.5,0,93.6,6.4,0,134,47,53.2,46.8,47,10.6,12.8,17,8.5,10.6,14.9,12.8,12.8,13.55,2.3,47,6.4,8.5,6.4,4.3,10.6,8.5,2.1,6.4,4.3,4.3,10.6,4.3,0,6.4,10.6,6.4,47,10.6,8.5,14.9,14.9,8.5,12.8,14.9,10.6,4.3,0,0,0,0,34,36.2,29.8,0,47,19.1,14.9,23.4,12.8,10.6,19.1,0,47,55.3,44.7,1.6,6.5,12.4 
岐阜県,78,47.4,1.3,1.3,7.7,3.8,10.3,30.8,6.4,24.4,5.1,0,34.6,59,38.5,2.6,91,9,53.8,14.1,37.2,28.2,34.6,64.1,2.6,64.1,11.5,56.4,282.1,78,47.4,1.3,1.3,7.7,3.8,10.3,30.8,6.4,24.4,5.1,0,34.6,59,38.5,2.6,91,9,53.8,14.1,37.2,28.2,34.6,64.1,2.6,64.1,11.5,56.4,282.1,71,50.7,1.4,0,7,0,0,33.8,7,21.1,5.6,0,16.9,26.8,19.7,2.8,81.7,18.3,81.7,23.9,57.7,0,40.8,25.4,16.9,29.6,2.8,57.7,0,57.7,58,67.2,25.9,65.5,25.9,60.3,75.9,8.6,75.9,15.5,6.9,3.4,58,1.7,6.9,17.2,24.1,15.5,15.5,10.3,1.7,5.2,0,0,0,0,0,0,1.7,48.3,6.9,5.2,0,0,129.82,106,58,50,1.7,0,6.9,0,0,27.6,8.6,20.7,5.2,0,13.8,20.7,17.2,1.7,79.3,20.7,56.9,0,36.2,24.1,13.8,25.9,1.7,56.9,0,56.9,58,1.7,1.7,3.4,1.7,1.7,1.7,19,15.5,8.6,0,0,0,10.3,6.9,36.2,62.1,1.7,136.2,58,31,22.4,1.7,0,6.9,17.2,12.1,17.2,1.7,53.4,46.6,0,156.9,78,87.2,34.6,2.6,6.4,3.8,14.1,15.4,9,0,92.3,6.4,1.3,180.8,78,53.8,46.2,78,14.1,10.3,15.4,10.3,7.7,17.9,10.3,14.1,13.53,2.4,78,7.7,5.1,6.4,6.4,5.1,11.5,6.4,5.1,6.4,5.1,9,3.8,2.6,6.4,3.8,9,78,9,15.4,7.7,15.4,5.1,14.1,16.7,14.1,1.3,0,0,1.3,0,32.1,34.6,32.1,1.3,78,16.7,15.4,17.9,16.7,17.9,14.1,1.3,78,57.7,42.3,6.8,15.4,12.7 
静岡県,105,41.9,0,5.7,2.9,4.8,15.2,24.8,10.5,21,1.9,0,18.1,41,18.1,1.9,94.3,5.7,49.5,20,34.3,22.9,18.1,44.8,1.9,67.6,21,48.6,213.3,105,41.9,0,5.7,2.9,4.8,15.2,24.8,10.5,21,1.9,0,18.1,41,18.1,1.9,94.3,5.7,49.5,20,34.3,22.9,18.1,44.8,1.9,67.6,21,48.6,213.3,99,44.4,0,3,3,1,3,26.3,10.1,22.2,1,0,10.1,24.2,10.1,2,91.9,8.1,87.9,19.2,50.5,4,35.4,23.2,10.1,27.3,2,53.5,6.1,47.5,91,62.6,18.7,45.1,11,60.4,68.1,6.6,79.1,7.7,5.5,0,91,6.6,4.4,19.8,25.3,14.3,17.6,3.3,3.3,4.4,0,0,0,0,0,0,1.1,42.9,7.7,4.4,0,0,112.28,97.2,91,39.6,0,0,2.2,0,0,24.2,7.7,18.7,0,0,5.5,14.3,5.5,2.2,73.6,26.4,41.8,0,30.8,18.7,5.5,16.5,2.2,41.8,0,41.8,91,0,0,2.2,1.1,0,0,8.8,12.1,4.4,3.3,1.1,0,8.8,1.1,24.2,75.8,0,118.7,91,19.8,14.3,3.3,11,4.4,4.4,8.8,13.2,3.3,46.2,53.8,0,136.3,105,80,24.8,1,2.9,1.9,6.7,2.9,2.9,0,83.8,13.3,2.9,139,105,47.6,52.4,105,9.5,15.2,13.3,10.5,11.4,16.2,18.1,5.7,13.49,2.2,105,1.9,6.7,4.8,6.7,6.7,8.6,9.5,2.9,7.6,8.6,8.6,3.8,4.8,7.6,8.6,2.9,105,3.8,15.2,15.2,8.6,12.4,14.3,20,6.7,2.9,0,0,1,0,34.3,35.2,29.5,1,105,12.4,21.9,19,16.2,16.2,13.3,1,105,52.4,47.6,5.9,13.7,13.8 
愛知県,217,48.8,1.8,2.8,4.1,6.5,7.4,25.3,12.4,20.7,7.4,0.5,24,47.5,35,5.1,93.1,6.9,54.8,13.8,35.9,26.3,24,55.3,5.1,66.8,10.1,58.5,256.2,217,48.8,1.8,2.8,4.1,6.5,7.4,25.3,12.4,20.7,7.4,0.5,24,47.5,35,5.1,93.1,6.9,54.8,13.8,35.9,26.3,24,55.3,5.1,66.8,10.1,58.5,256.2,202,52,1.5,1,3.5,1,1.5,24.8,11.9,20.8,4.5,0.5,9.4,27.7,17.8,3,88.6,11.4,86.1,28.2,56.9,2.5,35.6,24.3,9.4,34.2,3,58.4,2.5,56.4,179,67,27.4,66.5,30.7,62,69.8,11.7,74.9,10.1,7.8,1.7,179,2.2,3.9,15.1,26.8,16.2,11.7,8.9,5,6.7,2.8,0,0,0,0,0,0.6,51.4,14.5,9.5,0,0,151.49,135.2,179,52,1.7,0.6,3.4,0,0.6,22.3,7.3,19.6,3.9,0,7.3,21.8,13.4,2.8,86.6,13.4,56.4,0.6,29.6,22.9,7.3,27.4,2.8,57,1.1,55.9,179,1.1,0.6,5.6,1.7,1.7,1.1,15.1,19.6,12.3,3.9,1.7,1.7,11.7,3.4,40.8,58.7,0.6,140.2,179,27.9,20.1,9.5,13.4,7.8,17.3,15.6,19.6,3.4,59.2,40.2,0.6,175.4,217,82,32.3,0.9,2.3,1.8,8.8,14.7,6,0,88.5,9.2,2.3,160.4,217,53.5,46.5,217,11.1,10.1,10.6,13.4,17.1,14.3,10.6,12.9,13.65,2.2,217,5.5,3.7,7.4,9.2,8.8,6,6,6.9,5.5,6.5,3.2,4.1,8.3,8.3,4.6,6,217,6.5,10.1,12,10.6,18.4,15.2,10.6,9.7,6,0,0.5,0.5,0,28.6,44.2,26.3,0.9,217,14.3,14.3,24.9,19.4,13.8,12.4,0.9,217,45.2,54.8,3.7,15.2,13.2 
三重県,52,55.8,0,0,1.9,7.7,3.8,7.7,7.7,9.6,7.7,1.9,25,53.8,30.8,1.9,90.4,9.6,55.8,11.5,15.4,19.2,25,55.8,1.9,63.5,3.8,59.6,225,52,55.8,0,0,1.9,7.7,3.8,7.7,7.7,9.6,7.7,1.9,25,53.8,30.8,1.9,90.4,9.6,55.8,11.5,15.4,19.2,25,55.8,1.9,63.5,3.8,59.6,225,47,59.6,0,0,0,0,0,8.5,8.5,10.6,8.5,0,6.4,36.2,6.4,0,87.2,12.8,87.2,14.9,59.6,0,17,19.1,6.4,38.3,0,59.6,0,59.6,41,53.7,24.4,63.4,22,53.7,70.7,4.9,80.5,9.8,4.9,2.4,41,0,4.9,9.8,31.7,17.1,22,4.9,2.4,4.9,0,0,0,0,0,0,2.4,51.2,7.3,4.9,0,0,130.5,100.4,41,56.1,0,0,0,0,0,9.8,7.3,12.2,7.3,0,7.3,31.7,7.3,0,85.4,14.6,56.1,0,17.1,19.5,7.3,34.1,0,56.1,0,56.1,41,0,0,2.4,4.9,2.4,0,7.3,14.6,4.9,2.4,0,0,4.9,2.4,31.7,65.9,2.4,114.6,41,41.5,24.4,2.4,9.8,7.3,12.2,19.5,9.8,2.4,61,34.1,4.9,168.3,52,75,30.8,5.8,9.6,0,3.8,15.4,1.9,0,88.5,11.5,0,153.8,52,57.7,42.3,52,11.5,11.5,13.5,11.5,19.2,7.7,9.6,15.4,13.54,2.3,52,1.9,5.8,9.6,7.7,13.5,5.8,3.8,9.6,9.6,5.8,3.8,3.8,5.8,1.9,5.8,5.8,52,7.7,7.7,17.3,9.6,19.2,11.5,7.7,17.3,1.9,0,0,0,0,32.7,40.4,26.9,0,52,13.5,19.2,28.8,11.5,15.4,11.5,0,52,38.5,61.5,4.6,7.6,13.2 
